
      Sorbonne University
      Washington University in Saint Louis
      University of Texas at Austin


           ###    ##    ##    ###
          #       # #  # #    #  ##
         #        #  ##  #    #    #
          ###     #      #    #    #
            #     #      #    #    #
           #      #      #    #  ##
        ###       #      #    ###


      ######################################
      #                                    #
      # TINKER-HP SMD MODULE : VERSION 1.2 #
      #                                    #
      ######################################



   *************** WARNING ISSUES ***************
   No WARNING was observed
   => all parameters seem to be good :D

     ^  ^
      --
     (^^)\________
     (__)\        )\/\...SMD
         ||-----w |
         ||      ||

   **********************************************


   ********************************************
   ********** Initial SMD parameters **********
   ********************************************


   Type of SMD used : Constant force SMD

   Integrator used : BAOABRESPA1

   Frequency for the printing :        100
   SMDFor =  5.000 kcal/mol.A^2

   ************* COM AND DIRECTION VECTOR DEFINITION *************
   Number of SMD atoms considered : 
   Atoms ID :   2604
   Atoms ID :   2605
   Atoms ID :   2606
   Atoms ID :   2607
   Atoms ID :   2608
   Atoms ID :   2609
   Atoms ID :   2610
   Atoms ID :   2611
   Atoms ID :   2612
   Atoms ID :   2613
   Atoms ID :   2614
   Atoms ID :   2615
   Initial direction vector read for the SMD : 
       -4.834   5.513  -2.323
   ***************************************************************

   ********** NORMALISATION OF THE SMD VECTOR **********
   Normalization of the motion directory vector done, factor =  0.361
   Normalized motion directory vector: 
       -0.628   0.717  -0.302
   *****************************************************

SMDinfo   Step         xCOM      yCOM      zCOM
SMD       967.00000   -9.1285    5.5172    1.0951
SMD       968.00000   -8.5494    5.3414    1.3371
SMD       969.00000   -8.7301    5.8827    1.8099
SMD       970.00000   -8.9404    5.8068    1.4397
SMD       971.00000   -9.2170    5.8772    1.9682
SMD       972.00000   -8.8826    5.7129    1.1319
SMD       973.00000   -9.3070    6.1284    1.2675
SMD       974.00000   -9.1111    5.7109    0.7197
SMD       975.00000   -8.7527    5.8364    0.3110
SMD       976.00000   -8.2113    5.8341    0.8437
SMD       977.00000   -8.2574    5.7730    0.5157
SMD       978.00000   -8.1790    5.8463    0.4978
SMD       979.00000   -8.2727    5.7680    1.3117
SMD       980.00000   -8.9145    5.7520    0.3382
SMD       981.00000   -8.7759    5.2429    0.7972
SMD       982.00000   -8.8879    5.8879    1.2749
SMD       983.00000   -8.7430    5.4575    0.6704
SMD       984.00000   -8.1259    6.2369    0.9202
SMD       985.00000   -8.3023    5.7132    0.8705
SMD       986.00000   -8.5528    5.8101    0.7387
SMD       987.00000   -8.5055    5.7040    1.5085
SMD       988.00000   -8.6072    6.4630    0.9733
SMD       989.00000   -8.7361    5.7936    0.9458
SMD       990.00000   -9.0192    5.6460    0.6533
SMD       991.00000   -8.8170    5.8640    0.4293
SMD       992.00000   -7.9823    6.2555    0.9250
SMD       993.00000   -8.8197    6.0666    1.0868
SMD       994.00000   -8.4291    5.7184    0.9625
SMD       995.00000   -8.7460    6.0400    0.6393
SMD       996.00000   -8.9257    5.9818    1.0105
SMD       997.00000   -9.1127    5.7050    0.7165
SMD       998.00000   -9.0116    6.1845    0.7683
SMD       999.00000   -8.8780    5.9336    0.9490
SMD      1000.00000   -8.9603    6.1117    0.8573
SMD      1001.00000   -9.0000    5.8976    0.1319
SMD      1002.00000   -8.7673    6.0767    0.1629
SMD      1003.00000   -8.3866    6.1841    0.3472
SMD      1004.00000   -8.3467    5.9047   -0.0413
SMD      1005.00000   -8.2751    5.9911    0.8661
SMD      1006.00000   -8.5286    5.9336    0.1772
SMD      1007.00000   -7.9515    5.6153    0.9718
SMD      1008.00000   -7.9370    6.0994    0.4353
SMD      1009.00000   -7.6041    6.0655    1.1359
SMD      1010.00000   -7.7862    5.8881    1.1960
SMD      1011.00000   -8.0468    5.5519    1.1199
SMD      1012.00000   -7.9219    5.8527    0.8690
SMD      1013.00000   -7.3793    5.8737    0.8035
SMD      1014.00000   -8.0400    6.0356    1.2366
SMD      1015.00000   -7.7900    6.2150    1.0095
SMD      1016.00000   -8.3479    5.7451    0.6096
SMD      1017.00000   -7.8212    6.0508    1.1592
SMD      1018.00000   -8.2147    5.8382    0.5017
SMD      1019.00000   -8.4227    6.3514    0.4865
SMD      1020.00000   -7.7136    6.0605    0.5600
SMD      1021.00000   -8.3263    6.2143    0.6496
SMD      1022.00000   -8.2433    6.2054    0.4443
SMD      1023.00000   -8.7287    6.0557    0.5024
SMD      1024.00000   -9.1974    5.8258    0.2494
SMD      1025.00000   -8.3033    6.0516    0.2944
SMD      1026.00000   -8.2187    5.8767    0.2098
SMD      1027.00000   -8.5533    5.7377    0.3325
SMD      1028.00000   -8.1880    5.9335    0.7500
SMD      1029.00000   -8.0126    5.3309    1.2480
SMD      1030.00000   -7.9858    6.1081    0.8457
SMD      1031.00000   -8.6099    5.7883    0.6149
SMD      1032.00000   -7.8901    5.5091    0.6425
SMD      1033.00000   -8.2900    5.4922    0.7936
SMD      1034.00000   -8.0735    6.0584    1.0895
SMD      1035.00000   -8.2464    6.0520    0.9243
SMD      1036.00000   -8.6859    6.1663    0.9092
SMD      1037.00000   -8.7398    6.1637    0.7732
SMD      1038.00000   -8.4871    6.1853    0.5657
SMD      1039.00000   -8.2575    5.9518    1.2077
SMD      1040.00000   -8.6753    6.2110    1.0956
SMD      1041.00000   -7.9967    6.0888    1.0994
SMD      1042.00000   -8.1238    6.0117    0.5543
SMD      1043.00000   -8.2866    6.0914    0.7288
SMD      1044.00000   -7.8943    6.0648    0.9365
SMD      1045.00000   -8.0997    6.1190    0.5379
SMD      1046.00000   -7.3841    5.7386    0.4946
SMD      1047.00000   -8.0484    6.3403    0.2489
SMD      1048.00000   -7.6793    5.7888    0.0508
SMD      1049.00000   -7.9613    6.1195    0.1665
SMD      1050.00000   -7.8595    5.7484    0.0472
SMD      1051.00000   -8.1176    6.3029    0.1094
SMD      1052.00000   -8.2209    6.1382    0.2329
SMD      1053.00000   -7.7232    6.0112    0.0479
SMD      1054.00000   -7.4579    5.8746    0.3959
SMD      1055.00000   -7.8787    5.7656    0.3537
SMD      1056.00000   -7.5966    6.3560    0.6714
SMD      1057.00000   -8.0696    6.1012    0.2990
SMD      1058.00000   -7.0585    5.8854    0.2185
SMD      1059.00000   -7.9875    5.7096    0.5201
SMD      1060.00000   -8.2864    6.0974    0.1752
SMD      1061.00000   -7.8910    6.0931    0.6729
SMD      1062.00000   -7.8423    5.8109    0.3560
SMD      1063.00000   -8.3097    6.4118   -0.0466
SMD      1064.00000   -8.2437    5.9485    0.2551
SMD      1065.00000   -8.5185    5.9433   -0.4816
SMD      1066.00000   -7.9765    6.1082    0.5401
SMD      1067.00000   -7.9391    6.1055   -0.0061
SMD      1068.00000   -8.0631    6.3158    0.5729
SMD      1069.00000   -8.0798    6.1378   -0.1078
SMD      1070.00000   -8.4918    6.2152    0.2328
SMD      1071.00000   -7.9896    5.9795    0.0534
SMD      1072.00000   -7.7067    6.2078    0.1014
SMD      1073.00000   -7.8805    5.8821    0.5964
SMD      1074.00000   -7.8976    6.3183    0.1618
SMD      1075.00000   -7.8916    6.2736    0.5658
SMD      1076.00000   -7.8411    6.2094    0.4288
SMD      1077.00000   -7.5564    5.8828    0.5650
SMD      1078.00000   -7.7576    5.9809    0.8687
SMD      1079.00000   -7.3121    6.0680    0.7036
SMD      1080.00000   -7.7355    6.1582    0.8934
SMD      1081.00000   -7.7663    5.9084    0.7707
SMD      1082.00000   -7.8224    6.2249    0.5715
SMD      1083.00000   -7.8837    6.2052    0.3810
SMD      1084.00000   -7.9156    5.9609    1.1091
SMD      1085.00000   -7.6141    5.6948    0.7693
SMD      1086.00000   -8.3783    6.3839    0.4561
SMD      1087.00000   -8.0418    5.7552    0.5520
SMD      1088.00000   -7.8262    6.1606    1.2571
SMD      1089.00000   -7.7605    5.9494    0.7112
SMD      1090.00000   -7.7936    6.0653    0.6623
SMD      1091.00000   -7.9063    5.9673    0.4268
SMD      1092.00000   -7.7370    6.1596    0.3372
SMD      1093.00000   -8.0582    5.9753    0.8319
SMD      1094.00000   -8.0760    6.4320    1.1038
SMD      1095.00000   -8.5948    5.9462    0.9255
SMD      1096.00000   -8.2890    5.9786    0.2854
SMD      1097.00000   -8.1991    5.9282    1.6924
SMD      1098.00000   -8.4693    5.9016    0.7259
SMD      1099.00000   -8.9886    5.9043    0.2518
SMD      1100.00000   -8.8393    5.6244    1.1271
SMD      1101.00000   -8.3190    5.8211    1.2211
SMD      1102.00000   -8.6451    5.8585    1.2573
SMD      1103.00000   -8.6701    5.7542    0.6770
SMD      1104.00000   -8.1919    6.0163    1.3705
SMD      1105.00000   -8.7667    5.6605    0.8108
SMD      1106.00000   -8.5985    5.9825    1.0253
SMD      1107.00000   -8.6454    5.9864    0.7232
SMD      1108.00000   -8.8187    5.7268    0.9086
SMD      1109.00000   -8.8035    5.8559    1.0195
SMD      1110.00000   -8.5021    5.7323    1.4128
SMD      1111.00000   -8.9961    5.6687    1.3632
SMD      1112.00000   -8.2403    6.0006    1.2760
SMD      1113.00000   -8.7266    5.9121    0.9501
SMD      1114.00000   -8.7142    5.8492    0.5560
SMD      1115.00000   -9.0378    6.1574    0.5154
SMD      1116.00000   -9.6232    5.8389    0.9639
SMD      1117.00000   -8.4317    5.5011    0.7939
SMD      1118.00000   -8.0507    5.7778    1.0835
SMD      1119.00000   -8.2609    5.7877    1.1857
SMD      1120.00000   -8.2890    5.1800    1.7895
SMD      1121.00000   -8.5318    5.5247    1.7942
SMD      1122.00000   -8.4985    5.7650    1.0925
SMD      1123.00000   -8.8334    6.1056    0.8800
SMD      1124.00000   -8.4432    5.7573    1.4171
SMD      1125.00000   -8.2890    5.7901    0.9090
SMD      1126.00000   -8.5694    6.0464    0.6648
SMD      1127.00000   -8.3905    5.5752    0.6471
SMD      1128.00000   -8.3892    5.9627    0.6741
SMD      1129.00000   -8.4716    5.5732    0.5245
SMD      1130.00000   -8.3348    5.8216    0.3923
SMD      1131.00000   -8.7459    5.7024    0.6768
SMD      1132.00000   -8.5910    5.3256    0.6686
SMD      1133.00000   -8.4892    5.9497    0.8363
SMD      1134.00000   -8.6608    5.7393    0.7138
SMD      1135.00000   -7.6820    5.6783    0.8441
SMD      1136.00000   -7.9658    5.6835    1.1002
SMD      1137.00000   -7.7999    5.9967    1.1281
SMD      1138.00000   -8.1494    5.7567    0.7321
SMD      1139.00000   -8.3110    5.7983    0.5771
SMD      1140.00000   -7.6684    5.7952    0.7306
SMD      1141.00000   -7.6166    6.0910    0.2737
SMD      1142.00000   -8.1750    6.3429    0.1260
SMD      1143.00000   -8.1398    6.5173   -0.0679
SMD      1144.00000   -7.9116    6.2835    0.5690
SMD      1145.00000   -8.3564    6.1462    1.0535
SMD      1146.00000   -7.7109    6.5540    0.7212
SMD      1147.00000   -8.2128    6.2419    0.9887
SMD      1148.00000   -7.9322    6.6166    1.2764
SMD      1149.00000   -8.1977    6.6664    0.7069
SMD      1150.00000   -8.2385    6.7754    1.2222
SMD      1151.00000   -7.5518    6.2795    1.2957
SMD      1152.00000   -7.9142    6.1244    1.2387
SMD      1153.00000   -8.2893    6.3442    0.5894
SMD      1154.00000   -8.5127    6.1575    0.8733
SMD      1155.00000   -8.7801    6.1768    0.9665
SMD      1156.00000   -8.7916    6.1038    0.2757
SMD      1157.00000   -8.4760    5.7333    0.5911
SMD      1158.00000   -8.2378    6.1172    0.4923
SMD      1159.00000   -8.8161    6.6255    0.4948
SMD      1160.00000   -8.6607    6.3533    0.7278
SMD      1161.00000   -8.0173    6.0400    0.7316
SMD      1162.00000   -9.0994    6.0823    0.8394
SMD      1163.00000   -9.0189    6.1082    0.2543
SMD      1164.00000   -9.2536    6.5999    0.3351
SMD      1165.00000   -9.3269    6.3375    0.6455
SMD      1166.00000   -9.3434    6.3499    0.9824
SMD      1167.00000   -9.3321    6.3409    0.4534
SMD      1168.00000   -9.6651    6.0946    0.6346
SMD      1169.00000   -9.1487    5.7795    0.4284
SMD      1170.00000   -8.2740    6.2272    0.2283
SMD      1171.00000   -9.0985    6.2049    0.7265
SMD      1172.00000   -8.7587    6.1612    1.0605
SMD      1173.00000   -8.2893    6.0268    1.3348
SMD      1174.00000   -8.5203    6.0555    1.0178
SMD      1175.00000   -8.7204    5.7006    0.9020
SMD      1176.00000   -8.3145    5.8148    0.9454
SMD      1177.00000   -8.7683    5.7175    1.2091
SMD      1178.00000   -8.8271    5.6835    1.4203
SMD      1179.00000   -9.3351    5.9729    0.7327
SMD      1180.00000   -9.2158    5.8558    0.2674
SMD      1181.00000   -9.5960    5.5057   -0.0648
SMD      1182.00000   -9.8811    5.7559    0.3413
SMD      1183.00000   -8.9509    6.3942    0.4936
SMD      1184.00000   -8.3654    5.9109   -0.3228
SMD      1185.00000   -9.6353    5.7496    0.4025
SMD      1186.00000   -9.3380    5.6353    0.1685
SMD      1187.00000   -9.4647    6.0648    0.4404
SMD      1188.00000   -8.8493    5.5102    0.9209
SMD      1189.00000   -8.6231    6.0682    0.7129
SMD      1190.00000   -8.3532    6.0984    0.5893
SMD      1191.00000   -8.7019    5.8653    1.0332
SMD      1192.00000   -8.7821    6.0219    0.7513
SMD      1193.00000   -8.5803    5.8273    0.7146
SMD      1194.00000   -8.9931    5.3578   -0.0985
SMD      1195.00000   -8.4713    5.0659    0.9989
SMD      1196.00000   -9.1653    5.5302    1.1257
SMD      1197.00000   -8.7862    5.3053    0.8344
SMD      1198.00000   -9.1684    5.7571    0.5507
SMD      1199.00000   -9.2711    5.7090    1.1430
SMD      1200.00000   -9.1451    5.6412    0.8705
SMD      1201.00000   -8.8140    5.9690    1.3079
SMD      1202.00000   -8.3354    6.1500    0.5739
SMD      1203.00000   -9.1657    6.0376    1.1469
SMD      1204.00000   -8.8352    6.0103    1.2642
SMD      1205.00000   -9.2540    6.0567    1.2519
SMD      1206.00000   -9.2502    5.7689    0.8002
SMD      1207.00000   -9.3204    5.9801    0.7514
SMD      1208.00000   -9.1204    5.6238    0.9389
SMD      1209.00000   -8.4827    6.1033    0.6220
SMD      1210.00000   -9.1773    5.7280    0.7225
SMD      1211.00000   -8.9390    6.5517    1.7631
SMD      1212.00000   -8.5666    6.0825    0.8902
SMD      1213.00000   -8.5694    5.7854    1.3740
SMD      1214.00000   -8.8302    5.8618    1.1873
SMD      1215.00000   -8.6786    5.7238    0.8866
SMD      1216.00000   -8.8678    5.8101    0.3848
SMD      1217.00000   -8.9006    5.6106    0.9828
SMD      1218.00000   -8.9743    5.8072    1.2691
SMD      1219.00000   -8.9192    5.6222    1.0016
SMD      1220.00000   -8.8710    5.6096    0.9282
SMD      1221.00000   -8.9411    6.0264    1.2332
SMD      1222.00000   -9.1892    5.7061    1.2840
SMD      1223.00000   -8.9979    5.1977    0.9484
SMD      1224.00000   -8.6894    5.7663    1.7613
SMD      1225.00000   -8.0203    5.6738    1.4118
SMD      1226.00000   -8.3277    5.5856    0.9423
SMD      1227.00000   -8.7924    5.7969    1.1770
SMD      1228.00000   -8.0936    5.7910    0.8467
SMD      1229.00000   -8.9138    5.8051    0.9490
SMD      1230.00000   -8.5615    5.9329    1.0059
SMD      1231.00000   -8.0153    5.4243    0.8737
SMD      1232.00000   -8.0822    5.4058    0.6350
SMD      1233.00000   -9.2172    5.7948    1.1472
SMD      1234.00000   -8.3754    5.5264    1.0652
SMD      1235.00000   -8.7238    5.8174    1.2153
SMD      1236.00000   -8.7943    6.1543    1.4387
SMD      1237.00000   -7.6750    6.3946    1.0522
SMD      1238.00000   -8.1816    6.1445    1.3655
SMD      1239.00000   -8.3220    6.0544    0.7229
SMD      1240.00000   -8.3054    6.1395    1.2929
SMD      1241.00000   -8.3595    5.9617    1.0385
SMD      1242.00000   -8.5475    5.9187    1.5076
SMD      1243.00000   -8.1341    5.9417    1.5579
SMD      1244.00000   -8.3578    6.4948    1.5940
SMD      1245.00000   -8.3864    6.1136    1.4146
SMD      1246.00000   -8.2191    5.9167    1.0749
SMD      1247.00000   -8.6963    6.4027    1.2524
SMD      1248.00000   -8.3489    5.9166    1.7489
SMD      1249.00000   -9.4953    6.1462    1.6001
SMD      1250.00000   -8.7654    6.3568    1.2705
SMD      1251.00000   -9.0633    6.1550    1.6807
SMD      1252.00000   -8.5520    6.4596    1.6039
SMD      1253.00000   -8.5354    6.1475    1.5559
SMD      1254.00000   -8.8996    6.3098    1.3803
SMD      1255.00000   -9.1966    6.2132    2.0412
SMD      1256.00000   -9.2636    6.2815    1.3358
SMD      1257.00000   -8.9891    6.0165    0.9019
SMD      1258.00000   -9.5578    6.6560    1.8831
SMD      1259.00000   -8.9076    6.3868    0.6820
SMD      1260.00000   -9.3325    5.9346    1.1093
SMD      1261.00000   -9.4369    6.4664    1.2315
SMD      1262.00000   -8.5004    6.4484    1.3336
SMD      1263.00000   -9.1862    6.1285    0.4078
SMD      1264.00000   -9.0442    5.8229    1.0389
SMD      1265.00000   -9.2388    5.8836    1.7889
SMD      1266.00000   -9.0468    5.9110    1.4584
SMD      1267.00000   -9.2408    5.7194    1.3048
SMD      1268.00000   -9.4143    5.8598    1.1053
SMD      1269.00000   -9.1416    6.4305    0.8315
SMD      1270.00000   -9.4225    6.3759    0.4381
SMD      1271.00000   -9.0663    6.0254    0.7251
SMD      1272.00000   -9.2776    6.1697    0.5768
SMD      1273.00000   -9.4548    5.9786    0.5991
SMD      1274.00000   -9.1591    6.1821    1.3399
SMD      1275.00000   -9.4013    5.5851    0.7428
SMD      1276.00000   -8.8100    6.0509    0.2349
SMD      1277.00000   -9.2893    6.2542    0.4905
SMD      1278.00000   -8.8061    5.6945    0.9049
SMD      1279.00000   -8.8632    6.0090    0.5848
SMD      1280.00000   -8.8141    5.6400    0.7389
SMD      1281.00000   -9.9928    6.1229    0.7729
SMD      1282.00000   -9.6189    6.0199    0.0991
SMD      1283.00000   -9.2766    6.6303   -0.0610
SMD      1284.00000   -9.1597    6.0763   -0.1493
SMD      1285.00000   -8.8505    5.9546    0.8381
SMD      1286.00000   -9.5634    6.4354    0.8518
SMD      1287.00000   -8.9863    5.7557    0.6732
SMD      1288.00000   -9.0074    5.5146    0.5932
SMD      1289.00000   -9.4197    5.6780    0.7175
SMD      1290.00000   -9.6277    5.6916    1.0075
SMD      1291.00000   -8.7893    6.1812    1.2465
SMD      1292.00000   -8.6579    5.3805    0.9209
SMD      1293.00000   -8.2781    5.7078    1.0376
SMD      1294.00000   -8.6064    5.8445    0.8246
SMD      1295.00000   -8.6052    5.9163    0.9404
SMD      1296.00000   -8.6858    6.1441    0.7031
SMD      1297.00000   -8.6450    5.9727    0.5156
SMD      1298.00000   -8.2167    5.7931    0.7833
SMD      1299.00000   -8.8632    6.2121    1.0942
SMD      1300.00000   -8.6527    5.7114    0.9108
SMD      1301.00000   -9.0111    5.9245    1.7603
SMD      1302.00000   -9.0946    5.2699    0.2815
SMD      1303.00000   -8.2209    5.7537    0.9917
SMD      1304.00000   -9.0813    5.7835    1.0914
SMD      1305.00000   -8.7723    5.5855    0.9799
SMD      1306.00000   -9.0240    5.6714    1.6422
SMD      1307.00000   -8.8287    5.5389    1.3528
SMD      1308.00000   -9.3390    5.3642    1.3621
SMD      1309.00000   -8.7350    5.8581    1.3021
SMD      1310.00000   -9.2560    5.7871    0.7313
SMD      1311.00000   -8.7741    5.4685    1.5508
SMD      1312.00000   -8.7968    5.6710    1.0754
SMD      1313.00000   -9.4874    6.0042    1.2855
SMD      1314.00000   -9.3381    5.5693    0.7097
SMD      1315.00000   -8.9667    5.5628    1.4248
SMD      1316.00000   -9.1325    5.7956    0.9132
SMD      1317.00000   -8.8113    5.6264    1.1841
SMD      1318.00000   -9.1836    5.5389    0.2215
SMD      1319.00000   -8.6521    5.7886    0.5695
SMD      1320.00000   -8.5780    5.9947    0.7280
SMD      1321.00000   -9.1559    5.9367    1.1354
SMD      1322.00000   -9.1584    6.0985    1.0486
SMD      1323.00000   -8.8814    6.0428    0.3027
SMD      1324.00000   -8.9492    6.0480    1.0239
SMD      1325.00000   -8.9064    5.9658    0.7435
SMD      1326.00000   -8.5856    6.3631    1.3571
SMD      1327.00000   -8.9780    6.2440    0.7865
SMD      1328.00000   -8.7939    6.0623    0.3637
SMD      1329.00000   -8.8027    6.0235    1.5227
SMD      1330.00000   -9.3910    6.2532    0.9051
SMD      1331.00000   -8.9447    5.9632    1.5562
SMD      1332.00000   -9.3604    5.9091    1.0341
SMD      1333.00000   -9.6427    5.9500    1.0928
SMD      1334.00000   -8.9121    6.2814    0.9238
SMD      1335.00000   -9.9208    5.9268    1.3235
SMD      1336.00000   -9.0730    5.6045    0.7686
SMD      1337.00000   -8.9059    5.8211    1.4823
SMD      1338.00000   -9.0546    5.6578    1.3702
SMD      1339.00000   -8.8252    5.9591    1.1251
SMD      1340.00000   -9.4079    6.0060    0.9519
SMD      1341.00000   -9.1384    5.9257    1.1002
SMD      1342.00000   -9.1929    5.5905    0.7160
SMD      1343.00000   -9.1368    6.1897    0.8162
SMD      1344.00000   -8.9603    6.0108    0.9083
SMD      1345.00000   -9.5860    5.6564    0.2011
SMD      1346.00000   -9.0580    5.7098    0.9036
SMD      1347.00000   -9.1937    5.5348    1.1556
SMD      1348.00000   -9.1243    5.4419    0.6978
SMD      1349.00000   -9.4766    5.7553    0.6785
SMD      1350.00000   -9.0348    5.5840    0.8931
SMD      1351.00000   -9.3749    5.7483    1.1185
SMD      1352.00000   -8.8682    6.0286    1.3948
SMD      1353.00000   -9.4612    5.5763    0.5625
SMD      1354.00000   -9.3340    5.7042    1.6338
SMD      1355.00000   -8.9169    5.4902    0.8822
SMD      1356.00000   -9.0844    5.9927    1.2675
SMD      1357.00000   -8.9496    5.6448    1.1355
SMD      1358.00000   -9.3903    5.6600    0.5828
SMD      1359.00000   -9.8319    5.7596    1.3625
SMD      1360.00000   -9.0950    5.8225    0.9121
SMD      1361.00000   -8.9449    5.9747    0.9353
SMD      1362.00000   -9.1305    5.6815    0.8211
SMD      1363.00000   -9.3129    5.8370    0.7921
SMD      1364.00000   -9.2026    5.6889    1.2618
SMD      1365.00000   -8.7885    5.6419    1.2765
SMD      1366.00000   -9.6980    5.8667    1.0001
SMD      1367.00000   -9.2558    5.5487    1.0465
SMD      1368.00000   -9.3612    5.4609    0.4682
SMD      1369.00000   -9.1578    5.7314    0.7537
SMD      1370.00000   -8.5645    5.6709    0.5820
SMD      1371.00000   -8.4588    5.8874    0.9838
SMD      1372.00000   -8.8800    5.8249    0.7414
SMD      1373.00000   -8.9629    5.6424    1.2668
SMD      1374.00000   -9.2738    6.0052    0.5870
SMD      1375.00000   -9.0226    6.1772    0.5207
SMD      1376.00000   -8.9128    6.0781    0.8691
SMD      1377.00000   -9.0963    6.2234    0.6469
SMD      1378.00000   -9.2039    6.3106    0.8992
SMD      1379.00000   -9.2062    6.1540    0.6629
SMD      1380.00000   -9.1505    6.5510    0.4328
SMD      1381.00000   -8.3288    6.4266    0.4136
SMD      1382.00000   -8.8430    6.4433    0.8073
SMD      1383.00000   -8.7707    6.3514    1.1039
SMD      1384.00000   -8.0738    6.3467    0.5736
SMD      1385.00000   -8.8139    6.3559    0.9816
SMD      1386.00000   -8.7264    6.5080    0.6758
SMD      1387.00000   -8.7554    6.9371    0.9576
SMD      1388.00000   -8.7274    6.9210    0.7113
SMD      1389.00000   -8.9737    6.9704    1.1578
SMD      1390.00000   -8.7814    6.5153    0.6473
SMD      1391.00000   -8.9304    6.5049    0.7885
SMD      1392.00000   -7.8222    6.7523    1.0895
SMD      1393.00000   -8.2625    6.7402    1.2111
SMD      1394.00000   -8.5550    6.7243    0.7779
SMD      1395.00000   -8.0048    6.7900    1.3034
SMD      1396.00000   -8.7985    6.0332    1.0237
SMD      1397.00000   -8.5443    6.4341    1.4695
SMD      1398.00000   -8.7590    6.1138    1.3801
SMD      1399.00000   -8.7623    6.3854    1.0509
SMD      1400.00000   -8.7313    5.7245    0.7380
SMD      1401.00000   -8.3309    5.9748    0.6452
SMD      1402.00000   -8.1701    5.8670    0.6121
SMD      1403.00000   -7.9890    6.3917    1.2357
SMD      1404.00000   -8.7079    6.1010    0.7057
SMD      1405.00000   -8.3614    5.9998    0.8479
SMD      1406.00000   -8.1946    6.5420    1.3304
SMD      1407.00000   -8.3022    6.4511    0.7084
SMD      1408.00000   -7.9358    6.3011    0.4928
SMD      1409.00000   -7.8333    6.0061    0.6380
SMD      1410.00000   -7.7885    6.3352    1.4018
SMD      1411.00000   -8.1537    6.1150    0.9239
SMD      1412.00000   -8.9253    6.5135    1.1008
SMD      1413.00000   -8.7734    6.3566    1.3053
SMD      1414.00000   -7.9725    6.1508    1.5209
SMD      1415.00000   -8.6269    6.3938    1.3789
SMD      1416.00000   -8.5407    6.2662    1.1760
SMD      1417.00000   -8.3173    6.1992    1.1038
SMD      1418.00000   -8.2503    6.6669    1.6396
SMD      1419.00000   -8.2544    5.9983    1.2402
SMD      1420.00000   -8.3126    6.1831    1.2997
SMD      1421.00000   -8.4634    6.4928    1.7891
SMD      1422.00000   -8.3713    6.6149    1.3960
SMD      1423.00000   -8.0692    6.6743    1.2527
SMD      1424.00000   -8.1464    6.8346    1.8411
SMD      1425.00000   -8.3045    6.2457    1.6678
SMD      1426.00000   -8.4503    6.2722    1.7604
SMD      1427.00000   -8.8420    5.6716    1.0925
SMD      1428.00000   -8.0496    6.2008    2.0069
SMD      1429.00000   -8.7106    5.6903    1.3670
SMD      1430.00000   -8.6979    6.0981    1.7576
SMD      1431.00000   -8.4692    6.1583    2.0814
SMD      1432.00000   -8.4445    5.9481    1.2415
SMD      1433.00000   -8.5060    5.7687    1.4406
SMD      1434.00000   -8.8390    5.6929    1.6093
SMD      1435.00000   -8.7401    5.5582    1.6910
SMD      1436.00000   -8.5832    5.2953    1.2049
SMD      1437.00000   -8.7856    6.0351    1.6574
SMD      1438.00000   -8.5348    6.0251    1.3729
SMD      1439.00000   -8.4248    6.0707    1.2602
SMD      1440.00000   -8.3526    5.4522    1.0963
SMD      1441.00000   -8.1265    5.9282    1.1149
SMD      1442.00000   -8.2201    5.9230    0.7439
SMD      1443.00000   -8.7047    5.4202    0.8464
SMD      1444.00000   -8.7267    5.7602    0.7190
SMD      1445.00000   -8.8714    6.1426    0.7534
SMD      1446.00000   -8.5230    5.8199    1.4972
SMD      1447.00000   -8.8084    5.9282    1.4300
SMD      1448.00000   -8.6831    6.1027    1.2751
SMD      1449.00000   -9.5890    5.8977    1.0588
SMD      1450.00000   -8.9548    6.2381    1.7794
SMD      1451.00000   -8.7809    6.0303    1.1873
SMD      1452.00000   -7.9944    6.0406    1.3912
SMD      1453.00000   -8.1468    6.0533    1.6238
SMD      1454.00000   -8.0305    5.4886    1.3926
SMD      1455.00000   -8.0364    5.5372    1.0265
SMD      1456.00000   -8.6630    5.5559    1.3221
SMD      1457.00000   -8.3980    5.9508    0.7878
SMD      1458.00000   -8.7364    5.6795    0.3803
SMD      1459.00000   -9.1028    6.0115    0.9591
SMD      1460.00000   -8.3634    6.0857    1.4143
SMD      1461.00000   -9.0631    5.9016    1.1351
SMD      1462.00000   -8.4074    5.9459    1.0462
SMD      1463.00000   -8.5079    5.8973    1.3596
SMD      1464.00000   -8.3876    5.6248    0.5735
SMD      1465.00000   -8.4540    6.0727    1.0833
SMD      1466.00000   -8.6545    5.7416    1.4817
SMD      1467.00000   -8.2896    5.7928    1.3181
SMD      1468.00000   -8.6366    6.4033    0.7331
SMD      1469.00000   -8.5182    6.0634    0.5849
SMD      1470.00000   -8.4120    6.0402    0.7256
SMD      1471.00000   -8.3560    6.2539    0.9917
SMD      1472.00000   -8.2955    5.8357    0.4324
SMD      1473.00000   -8.6255    6.2015    0.9084
SMD      1474.00000   -9.0537    6.0436    0.8203
SMD      1475.00000   -8.7933    6.4108    0.5242
SMD      1476.00000   -8.4956    6.1845    1.7596
SMD      1477.00000   -8.7231    6.3575    1.1613
SMD      1478.00000   -8.1832    6.3401    1.0055
